product_name,category,price,discounted_price,rating,rating_count,review_title,reviewer_name,verified_purchase,review_date
Power Bank 20000mAh,Electronics,34.94,31.71,4,68,Love it!,Iris Q.,Yes,2023-11-08
Resistance Bands Set,Sports,92.64,84.09,5,237,Exceeded expectations,Steve T.,Yes,2022-08-21
Yoga Pants Flex,Clothing,71.24,61.97,5,393,Amazing quality,Leo E.,Yes,2024-09-13
Coffee Maker Drip,Home & Kitchen,78.96,78.96,5,302,Love it!,Tina S.,Yes,2024-09-07
Puzzle 1000pc Nature,Toys,78.98,78.98,5,8,Best purchase ever,Paul Q.,Yes,2024-09-08
Wireless Earbuds Pro,Electronics,96.23,96.23,5,130,Worth every penny,Paul P.,No,2023-03-08
USB-C Hub 7-in-1,Electronics,158.49,158.49,5,22,Very satisfied,Frank T.,Yes,2022-11-27
Power Bank 20000mAh,Electronics,54.82,53.35,5,55,Highly recommend,Hank W.,Yes,2024-04-21
Thinking Fast and Slow,Books,27.3,26.64,5,863,Worth every penny,Jack G.,Yes,2022-02-15
Running Jacket Lite,Clothing,71.26,64.7,5,30,Amazing quality,Alice D.,Yes,2023-05-15
Blender High Speed,Home & Kitchen,102.26,78.12,5,138,Amazing quality,Alice O.,Yes,2022-03-30
Blender High Speed,Home & Kitchen,100.1,93.14,5,192,Great product!,Diana X.,Yes,2022-09-19
Laptop Stand Adjustable,Electronics,165.5,155.93,4,242,Amazing quality,Grace Z.,Yes,2022-11-26
Toaster Oven Digital,Home & Kitchen,95.1,95.1,4,164,Best purchase ever,Tina N.,Yes,2022-10-03
Winter Coat Warm,Clothing,30.67,29.07,2,1,Not worth it,Nick B.,Yes,2024-11-15
Deep Work,Books,14.38,14.38,5,79,Highly recommend,Karen L.,Yes,2022-03-22
Face Moisturizer SPF,Beauty,22.08,22.08,1,145,Not as advertised,Rachel Z.,Yes,2022-10-28
Pull Up Bar Door,Sports,38.93,38.93,4,18,Highly recommend,Grace A.,No,2022-04-25
Smart Watch X200,Electronics,198.31,147.29,5,86,Love it!,Grace W.,Yes,2022-12-07
Yoga Pants Flex,Clothing,67.06,59.64,4,6,Amazing quality,Jack I.,Yes,2023-06-13
Slim Fit Jeans,Clothing,77.88,62.92,5,16,Highly recommend,Charlie J.,Yes,2023-01-04
Webcam 1080p HD,Electronics,185.46,140.9,1,101,Broke quickly,Jack Q.,Yes,2024-11-24
Foam Roller Deep,Sports,105.11,105.11,1,28,Broke quickly,Rachel K.,Yes,2024-04-10
Knife Set Premium,Home & Kitchen,111.19,111.19,5,167,Very satisfied,Alice D.,Yes,2022-02-08
Running Jacket Lite,Clothing,28.47,28.47,4,233,Best purchase ever,Karen K.,Yes,2023-08-04
Blender High Speed,Home & Kitchen,61.87,61.87,3,322,Good for the price,Mia X.,Yes,2022-06-25
Data Science Handbook,Books,33.36,25.81,5,44,Love it!,Steve T.,Yes,2023-03-20
Running Jacket Lite,Clothing,37.49,37.49,5,36,Highly recommend,Alice F.,Yes,2024-07-08
Mechanical Keyboard RGB,Electronics,122.31,122.31,4,22,Amazing quality,Grace K.,Yes,2024-08-23
Laptop Stand Adjustable,Electronics,131.64,131.64,5,202,Amazing quality,Karen V.,Yes,2024-09-13
Sunscreen SPF50,Beauty,30.85,30.85,2,245,Would not recommend,Paul P.,Yes,2022-12-16
Hair Dryer Ionic,Beauty,48.7,36.1,2,6,Not as advertised,Bob U.,Yes,2023-03-26
Data Science Handbook,Books,21.88,21.13,5,550,Love it!,Eve P.,Yes,2024-04-21
Foam Roller Deep,Sports,39.65,39.65,5,10,Worth every penny,Eve U.,Yes,2022-10-20
The Lean Startup,Books,23.04,23.04,5,155,Best purchase ever,Olivia R.,Yes,2023-01-08
Mechanical Keyboard RGB,Electronics,75.55,61.26,5,246,Best purchase ever,Karen O.,No,2024-11-12
Bluetooth Speaker Mini,Electronics,176.74,176.74,5,409,Amazing quality,Nick X.,Yes,2023-06-26
Slim Fit Jeans,Clothing,17.01,17.01,5,250,Very satisfied,Bob Q.,Yes,2022-12-10
Sunscreen SPF50,Beauty,40.91,38.44,4,323,Exceeded expectations,Jack S.,Yes,2023-12-03
Pull Up Bar Door,Sports,48.12,39.95,5,82,Great product!,Karen R.,Yes,2024-07-17
Face Moisturizer SPF,Beauty,49.25,36.23,4,337,Exceeded expectations,Rachel A.,Yes,2022-05-21
Eye Cream Anti-Age,Beauty,17.47,12.91,4,16,Very satisfied,Grace S.,Yes,2023-04-16
Laptop Stand Adjustable,Electronics,168.09,168.09,2,450,Not worth it,Karen Z.,No,2024-02-14
Bluetooth Speaker Mini,Electronics,65.17,59.19,1,158,Not as advertised,Leo C.,Yes,2024-02-29
USB-C Hub 7-in-1,Electronics,78.47,78.47,5,339,Very satisfied,Eve I.,Yes,2022-09-28
Pull Up Bar Door,Sports,23.12,20.6,5,120,Amazing quality,Alice K.,No,2022-08-11
Shampoo Argan Oil,Beauty,49.35,45.84,5,206,Best purchase ever,Mia U.,Yes,2022-02-03
Casual Hoodie,Clothing,63.36,60.59,4,149,Great product!,Rachel F.,Yes,2023-02-19
Non-Stick Pan Set,Home & Kitchen,33.43,33.43,3,263,Okay product,Steve T.,Yes,2024-12-06
Bluetooth Speaker Mini,Electronics,18.01,18.01,3,17,Good for the price,Mia F.,Yes,2024-10-29
Puzzle 1000pc Nature,Toys,45.3,45.3,4,12,Love it!,Tina D.,Yes,2024-05-09
Vitamin C Serum,Beauty,60.04,47.07,5,56,Very satisfied,Jack W.,No,2022-11-03
Seat Cushion Memory Foam,Automotive,45.38,45.38,5,34,Exceeded expectations,Karen W.,Yes,2022-07-17
Resistance Bands Set,Sports,110.84,97.01,5,410,Worth every penny,Bob I.,Yes,2022-12-30
Face Moisturizer SPF,Beauty,22.09,20.28,4,49,Exceeded expectations,Nick C.,Yes,2024-09-01
Mechanical Keyboard RGB,Electronics,32.76,30.71,5,744,Amazing quality,Paul H.,Yes,2022-03-21
Instant Pot 6Qt,Home & Kitchen,53.04,39.79,5,82,Best purchase ever,Leo O.,No,2024-12-24
Winter Coat Warm,Clothing,57.51,57.51,5,40,Best purchase ever,Jack G.,Yes,2024-10-27
Puzzle 1000pc Nature,Toys,23.73,21.96,5,311,Love it!,Quinn J.,Yes,2022-08-29
Jump Rope Speed,Sports,79.06,79.06,4,215,Highly recommend,Frank D.,Yes,2022-07-10
Hair Dryer Ionic,Beauty,43.47,32.76,4,137,Worth every penny,Leo Z.,Yes,2024-09-14
Jump Rope Speed,Sports,56.07,48.09,4,162,Best purchase ever,Bob Y.,Yes,2022-09-24
Sports Socks Pack,Clothing,59.26,58.47,5,254,Amazing quality,Grace C.,Yes,2022-01-03
Yoga Mat Extra Thick,Sports,31.9,27.89,1,51,Poor quality,Olivia Q.,Yes,2024-06-02
Webcam 1080p HD,Electronics,39.55,37.07,3,1121,As described,Alice Z.,Yes,2024-12-05
Eye Cream Anti-Age,Beauty,34.06,25.96,2,736,Not worth it,Paul Q.,Yes,2024-05-11
Makeup Brush Set,Beauty,6.5,5.43,2,210,Poor quality,Eve G.,Yes,2024-01-29
Power Bank 20000mAh,Electronics,78.56,78.56,5,44,Worth every penny,Karen P.,Yes,2022-03-30
Foam Roller Deep,Sports,119.16,119.16,5,228,Best purchase ever,Quinn J.,Yes,2024-12-21
Thinking Fast and Slow,Books,30.7,24.96,4,14,Worth every penny,Karen E.,Yes,2024-05-28
Casual Hoodie,Clothing,15.45,15.45,2,6,Disappointed,Diana Q.,Yes,2023-04-15
Dumbbell Set Adjustable,Sports,18.01,13.98,4,59,Exceeded expectations,Eve G.,Yes,2024-09-14
Laptop Stand Adjustable,Electronics,34.58,34.58,4,124,Worth every penny,Bob O.,Yes,2024-02-20
Power Bank 20000mAh,Electronics,177.98,140.34,3,405,Decent product,Mia W.,Yes,2023-12-19
USB-C Hub 7-in-1,Electronics,85.8,65.98,4,259,Worth every penny,Quinn D.,Yes,2022-07-20
Yoga Pants Flex,Clothing,55.9,55.9,4,271,Amazing quality,Alice J.,No,2024-05-21
Shampoo Argan Oil,Beauty,13.85,11.09,5,110,Very satisfied,Bob V.,Yes,2022-10-02
Magnetic Tiles 60pc,Toys,56.05,46.51,5,84,Very satisfied,Tina C.,Yes,2023-06-06
Formal Shirt White,Clothing,55.99,55.99,2,92,Broke quickly,Karen O.,Yes,2024-09-04
Toaster Oven Digital,Home & Kitchen,65.65,51.33,4,878,Best purchase ever,Bob D.,Yes,2023-04-22
Winter Coat Warm,Clothing,53.97,53.97,5,8,Best purchase ever,Quinn Y.,Yes,2022-06-21
Jump Starter Portable,Automotive,167.37,130.5,5,403,Great product!,Jack A.,Yes,2023-08-04
Clean Code,Books,29.97,29.97,5,172,Worth every penny,Steve Y.,No,2024-04-16
Puzzle 1000pc Nature,Toys,16.94,13.35,5,115,Exceeded expectations,Jack U.,Yes,2023-06-12
Laptop Stand Adjustable,Electronics,40.9,35.34,3,258,Does the job,Grace K.,No,2023-01-23
Car Phone Mount,Automotive,110.72,110.72,2,133,Not worth it,Grace G.,Yes,2022-01-12
Power Bank 20000mAh,Electronics,80.52,80.52,5,413,Great product!,Jack I.,Yes,2022-01-15
Play-Doh Mega Set,Toys,35.16,35.16,1,461,Poor quality,Rachel K.,No,2024-12-06
Slim Fit Jeans,Clothing,28.34,28.34,5,109,Amazing quality,Olivia V.,Yes,2022-08-30
Smart Watch X200,Electronics,31.58,31.58,5,64,Exceeded expectations,Diana I.,Yes,2024-11-30
Formal Shirt White,Clothing,53.06,42.45,5,179,Great product!,Eve F.,Yes,2022-01-15
Coffee Maker Drip,Home & Kitchen,99.98,77.49,4,486,Very satisfied,Iris D.,Yes,2024-02-08
Running Jacket Lite,Clothing,12.87,11.98,5,47,Great product!,Alice T.,Yes,2023-02-25
Knife Set Premium,Home & Kitchen,133.86,101.36,4,195,Great product!,Rachel Q.,Yes,2023-10-09
Thinking Fast and Slow,Books,25.56,18.95,5,199,Highly recommend,Diana G.,Yes,2024-04-17
Running Jacket Lite,Clothing,23.7,21.68,5,264,Love it!,Rachel L.,Yes,2024-01-12
The Lean Startup,Books,17.46,13.59,4,28,Amazing quality,Rachel K.,Yes,2022-08-07
Slim Fit Jeans,Clothing,64.87,50.89,5,251,Highly recommend,Iris E.,Yes,2022-11-13
Non-Stick Pan Set,Home & Kitchen,84.34,84.34,5,479,Best purchase ever,Jack S.,Yes,2024-05-22
Power Bank 20000mAh,Electronics,60.59,59.61,3,39,Does the job,Hank F.,Yes,2023-06-04
Play-Doh Mega Set,Toys,58.5,54.25,2,54,Not as advertised,Charlie J.,Yes,2023-06-20
Python for Beginners,Books,36.44,36.44,3,710,As described,Tina K.,Yes,2024-05-17
Toaster Oven Digital,Home & Kitchen,148.78,148.3,1,39,Disappointed,Rachel O.,Yes,2024-01-19
Air Fryer 5L,Home & Kitchen,38.15,36.61,2,385,Would not recommend,Bob E.,Yes,2023-07-19
Toaster Oven Digital,Home & Kitchen,75.7,75.7,5,135,Exceeded expectations,Alice P.,Yes,2024-03-24
Yoga Pants Flex,Clothing,58.3,44.48,2,56,Not worth it,Bob D.,Yes,2023-02-22
USB-C Hub 7-in-1,Electronics,191.57,191.57,4,409,Highly recommend,Mia B.,Yes,2024-04-26
Toaster Oven Digital,Home & Kitchen,22.17,19.19,5,117,Highly recommend,Charlie N.,Yes,2024-09-15
Slim Fit Jeans,Clothing,10.97,10.36,1,144,Broke quickly,Mia F.,Yes,2023-01-02
Yoga Pants Flex,Clothing,12.79,12.79,5,89,Amazing quality,Tina S.,Yes,2024-01-29
Dumbbell Set Adjustable,Sports,114.74,114.74,4,179,Very satisfied,Olivia T.,Yes,2024-09-17
Air Fryer 5L,Home & Kitchen,86.85,71.97,3,35,Decent product,Leo J.,Yes,2023-06-04
Yoga Pants Flex,Clothing,60.37,49.82,5,99,Worth every penny,Karen G.,No,2023-09-21
Slim Fit Jeans,Clothing,40.14,38.37,5,697,Highly recommend,Rachel C.,No,2023-12-07
Yoga Pants Flex,Clothing,16.76,16.76,5,59,Love it!,Olivia S.,Yes,2024-03-26
Running Jacket Lite,Clothing,47.64,47.64,5,213,Love it!,Eve C.,Yes,2022-10-10
Running Jacket Lite,Clothing,29.91,23.68,5,78,Best purchase ever,Olivia D.,Yes,2022-09-01
Wireless Earbuds Pro,Electronics,29.62,25.18,4,296,Worth every penny,Olivia J.,Yes,2023-04-16
Formal Shirt White,Clothing,78.2,63.06,3,28,Average quality,Olivia P.,Yes,2024-07-03
Magnetic Tiles 60pc,Toys,53.4,53.4,5,700,Worth every penny,Hank H.,Yes,2022-11-28
Instant Pot 6Qt,Home & Kitchen,97.23,90.01,5,120,Exceeded expectations,Eve T.,Yes,2022-07-25
Shampoo Argan Oil,Beauty,42.46,38.52,5,53,Highly recommend,Iris L.,Yes,2023-03-16
Water Filter Pitcher,Home & Kitchen,60.81,60.81,4,15,Exceeded expectations,Mia F.,Yes,2024-11-07
Cotton T-Shirt Classic,Clothing,61.1,53.17,4,37,Worth every penny,Karen Z.,Yes,2024-03-31
Data Science Handbook,Books,9.85,9.85,5,146,Amazing quality,Karen O.,Yes,2023-11-25
Wireless Earbuds Pro,Electronics,186.06,186.06,4,82,Very satisfied,Paul A.,No,2022-04-17
Formal Shirt White,Clothing,42.73,42.66,5,353,Best purchase ever,Charlie P.,Yes,2022-11-26
Casual Hoodie,Clothing,14.84,13.95,5,112,Amazing quality,Diana L.,Yes,2024-03-07
Machine Learning Guide,Books,32.72,28.54,4,57,Great product!,Paul O.,Yes,2022-01-11
Toaster Oven Digital,Home & Kitchen,42.83,42.83,5,192,Very satisfied,Frank J.,Yes,2022-07-06
Data Science Handbook,Books,31.64,31.64,5,245,Love it!,Leo T.,Yes,2022-10-25
Formal Shirt White,Clothing,11.28,8.11,3,36,As described,Steve E.,Yes,2024-08-23
USB-C Hub 7-in-1,Electronics,192.3,192.3,5,36,Highly recommend,Quinn D.,Yes,2024-06-10
Atomic Habits,Books,25.54,20.4,5,7,Love it!,Mia W.,Yes,2022-06-30
Vitamin C Serum,Beauty,19.75,17.61,5,266,Best purchase ever,Diana K.,Yes,2022-05-12
Yoga Mat Extra Thick,Sports,22.71,22.71,4,218,Very satisfied,Rachel U.,Yes,2023-06-23
USB-C Hub 7-in-1,Electronics,150.59,150.59,5,128,Worth every penny,Charlie Z.,Yes,2023-03-31
Webcam 1080p HD,Electronics,157.71,118.8,4,371,Amazing quality,Jack R.,Yes,2024-01-30
Thinking Fast and Slow,Books,19.21,16.92,1,327,Not worth it,Olivia M.,Yes,2022-06-13
Coffee Maker Drip,Home & Kitchen,55.36,55.36,5,176,Love it!,Steve N.,No,2022-03-19
Slim Fit Jeans,Clothing,29.4,29.4,2,405,Would not recommend,Hank T.,Yes,2024-02-27
Water Bottle Insulated,Sports,78.77,64.26,4,46,Love it!,Hank R.,Yes,2024-03-31
Yoga Mat Extra Thick,Sports,59.47,59.47,5,23,Amazing quality,Frank P.,Yes,2024-12-03
Non-Stick Pan Set,Home & Kitchen,28.2,28.2,5,62,Great product!,Mia C.,Yes,2023-08-10
Bluetooth Speaker Mini,Electronics,45.87,38.37,5,11,Great product!,Karen G.,Yes,2022-04-28
Laptop Stand Adjustable,Electronics,62.2,62.2,5,151,Great product!,Steve N.,Yes,2022-12-25
Webcam 1080p HD,Electronics,181.43,181.43,4,551,Worth every penny,Nick S.,No,2024-10-09
Wireless Earbuds Pro,Electronics,148.71,148.71,4,8,Amazing quality,Karen R.,Yes,2024-06-18
Deep Work,Books,31.7,25.91,4,26,Best purchase ever,Hank F.,Yes,2022-01-22
Dumbbell Set Adjustable,Sports,12.93,9.55,5,120,Amazing quality,Charlie X.,Yes,2023-02-18
Webcam 1080p HD,Electronics,60.73,56.05,5,543,Love it!,Steve P.,Yes,2024-11-27
Running Jacket Lite,Clothing,35.48,35.48,5,76,Highly recommend,Diana S.,Yes,2023-08-09
Coffee Maker Drip,Home & Kitchen,43.26,32.96,5,141,Worth every penny,Tina O.,Yes,2023-02-03
Mechanical Keyboard RGB,Electronics,118.27,93.78,2,8,Would not recommend,Karen R.,Yes,2022-03-10
Coffee Maker Drip,Home & Kitchen,116.78,105.04,4,32,Best purchase ever,Diana O.,Yes,2024-11-11
Python for Beginners,Books,15.18,15.18,2,862,Disappointed,Frank J.,Yes,2024-11-22
Webcam 1080p HD,Electronics,93.0,73.76,5,671,Best purchase ever,Mia C.,No,2023-04-20
Water Filter Pitcher,Home & Kitchen,61.59,61.59,4,1,Amazing quality,Tina D.,Yes,2022-12-14
Wireless Earbuds Pro,Electronics,120.73,101.13,5,606,Amazing quality,Tina Y.,No,2022-03-15
Gym Gloves Grip,Sports,64.23,64.23,4,203,Highly recommend,Mia K.,Yes,2024-01-07
Pull Up Bar Door,Sports,29.08,24.24,3,404,Good for the price,Paul U.,No,2023-05-05
Laptop Stand Adjustable,Electronics,197.05,173.69,3,121,Does the job,Bob C.,Yes,2022-01-01
Cotton T-Shirt Classic,Clothing,15.31,15.31,5,144,Worth every penny,Grace E.,Yes,2022-11-19
Mechanical Keyboard RGB,Electronics,175.71,175.71,5,134,Exceeded expectations,Steve Y.,No,2022-06-27
Remote Control Car,Toys,37.17,31.49,3,219,Average quality,Alice Y.,Yes,2023-07-20
Deep Work,Books,23.11,16.45,2,30,Not as advertised,Eve V.,No,2024-03-29
USB-C Hub 7-in-1,Electronics,53.11,53.11,5,6,Love it!,Eve O.,Yes,2023-12-25
Smart Watch X200,Electronics,161.12,157.2,2,73,Not as advertised,Rachel J.,Yes,2024-03-20
Pull Up Bar Door,Sports,78.23,78.23,5,243,Best purchase ever,Mia T.,Yes,2024-04-10
Machine Learning Guide,Books,20.27,19.01,5,45,Great product!,Steve O.,Yes,2023-02-15
Yoga Mat Extra Thick,Sports,119.75,119.75,2,223,Poor quality,Grace G.,Yes,2024-11-26
Blender High Speed,Home & Kitchen,116.21,110.98,2,700,Disappointed,Karen J.,Yes,2022-02-01
Tire Pressure Gauge,Automotive,139.28,105.0,5,19,Very satisfied,Steve Z.,Yes,2022-05-21
Machine Learning Guide,Books,13.31,11.04,4,223,Very satisfied,Jack N.,Yes,2022-07-04
Magnetic Tiles 60pc,Toys,12.9,12.9,4,117,Best purchase ever,Leo C.,Yes,2023-08-06
Shampoo Argan Oil,Beauty,25.04,22.78,5,405,Love it!,Steve A.,Yes,2023-12-14
Instant Pot 6Qt,Home & Kitchen,134.53,134.53,5,38,Best purchase ever,Tina Q.,Yes,2023-12-13
Instant Pot 6Qt,Home & Kitchen,21.18,15.1,5,235,Highly recommend,Mia E.,Yes,2023-07-21
Data Science Handbook,Books,21.03,15.72,5,364,Exceeded expectations,Jack B.,Yes,2023-04-09
Water Bottle Insulated,Sports,89.45,77.05,4,578,Amazing quality,Leo R.,Yes,2023-02-03
Python for Beginners,Books,14.57,10.49,2,229,Broke quickly,Bob A.,Yes,2024-07-20
Lip Balm Natural,Beauty,28.09,27.27,5,137,Highly recommend,Rachel L.,Yes,2024-04-07
Non-Stick Pan Set,Home & Kitchen,146.43,120.57,5,192,Love it!,Diana J.,No,2022-01-10
Python for Beginners,Books,30.77,22.66,4,406,Best purchase ever,Alice H.,Yes,2023-06-19
Casual Hoodie,Clothing,13.07,13.07,5,169,Love it!,Nick W.,Yes,2022-12-25
Wireless Earbuds Pro,Electronics,181.99,154.93,3,6,Average quality,Steve M.,Yes,2024-04-13
Blender High Speed,Home & Kitchen,74.19,61.06,4,534,Great product!,Karen W.,Yes,2024-11-02
Foam Roller Deep,Sports,60.34,60.34,1,233,Disappointed,Mia M.,Yes,2022-08-07
The Lean Startup,Books,10.72,10.72,4,225,Exceeded expectations,Mia N.,Yes,2022-05-29
Water Filter Pitcher,Home & Kitchen,86.7,86.7,2,48,Not as advertised,Rachel G.,Yes,2024-10-27
Formal Shirt White,Clothing,67.4,67.4,3,215,Average quality,Frank P.,Yes,2023-08-26
Wireless Earbuds Pro,Electronics,124.5,112.38,3,100,As described,Eve G.,No,2023-11-28
Casual Hoodie,Clothing,40.45,32.49,5,210,Exceeded expectations,Rachel M.,No,2022-08-28
Formal Shirt White,Clothing,27.06,27.06,5,22,Great product!,Leo N.,Yes,2024-11-17
Yoga Pants Flex,Clothing,70.05,70.05,5,214,Best purchase ever,Eve J.,Yes,2023-06-12
Python for Beginners,Books,31.41,31.41,5,1488,Worth every penny,Eve E.,Yes,2023-05-28
Mechanical Keyboard RGB,Electronics,75.85,75.85,4,9,Amazing quality,Alice C.,Yes,2024-06-25
Laptop Stand Adjustable,Electronics,65.31,48.39,4,755,Love it!,Alice E.,Yes,2024-02-12
Coffee Maker Drip,Home & Kitchen,142.66,119.73,5,104,Highly recommend,Paul V.,Yes,2024-09-17
Blender High Speed,Home & Kitchen,122.38,88.7,4,409,Highly recommend,Nick E.,Yes,2023-05-14
Webcam 1080p HD,Electronics,35.16,32.14,5,305,Exceeded expectations,Charlie E.,Yes,2023-11-27
Winter Coat Warm,Clothing,22.0,18.51,1,167,Not worth it,Nick O.,Yes,2024-07-28
Thinking Fast and Slow,Books,18.05,18.05,5,268,Exceeded expectations,Tina N.,No,2024-08-01
Winter Coat Warm,Clothing,47.51,47.51,2,421,Broke quickly,Tina F.,No,2022-02-26
Mechanical Keyboard RGB,Electronics,99.09,87.41,5,103,Best purchase ever,Olivia Q.,Yes,2024-09-14
Running Jacket Lite,Clothing,28.55,28.55,5,79,Love it!,Nick R.,Yes,2022-08-27
Shampoo Argan Oil,Beauty,10.96,10.96,5,220,Very satisfied,Olivia M.,No,2023-06-13
Thinking Fast and Slow,Books,18.72,14.05,2,329,Would not recommend,Leo H.,Yes,2022-05-19
Blender High Speed,Home & Kitchen,110.59,77.78,5,287,Exceeded expectations,Frank N.,Yes,2024-02-23
Lip Balm Natural,Beauty,17.32,17.32,5,319,Amazing quality,Tina A.,Yes,2023-03-28
Resistance Bands Set,Sports,25.6,19.29,5,114,Exceeded expectations,Steve P.,Yes,2023-04-16
Winter Coat Warm,Clothing,27.87,26.97,5,340,Love it!,Hank W.,Yes,2023-10-09
Smart Watch X200,Electronics,88.31,73.53,5,25,Amazing quality,Quinn I.,No,2024-04-24
Winter Coat Warm,Clothing,57.89,57.89,4,157,Worth every penny,Nick R.,No,2023-12-25
Jump Rope Speed,Sports,99.85,85.56,5,1,Highly recommend,Steve L.,Yes,2024-11-23
Lip Balm Natural,Beauty,7.2,6.47,5,78,Best purchase ever,Bob B.,Yes,2022-01-20
Play-Doh Mega Set,Toys,79.36,79.36,5,91,Love it!,Steve P.,No,2023-06-24
Slim Fit Jeans,Clothing,62.37,51.97,2,100,Not worth it,Leo D.,Yes,2023-05-24
Coffee Maker Drip,Home & Kitchen,32.31,23.09,4,237,Best purchase ever,Steve P.,No,2023-08-12
Deep Work,Books,33.72,33.72,5,98,Best purchase ever,Charlie E.,Yes,2022-07-10
Knife Set Premium,Home & Kitchen,35.79,35.79,5,119,Worth every penny,Quinn Y.,Yes,2024-03-28
Laptop Stand Adjustable,Electronics,168.62,168.62,4,54,Great product!,Iris O.,Yes,2023-12-02
Power Bank 20000mAh,Electronics,39.67,30.15,5,93,Great product!,Quinn C.,Yes,2022-06-05
Winter Coat Warm,Clothing,37.05,37.05,4,51,Worth every penny,Quinn T.,Yes,2023-01-01
Bluetooth Speaker Mini,Electronics,188.45,188.45,3,15,Decent product,Charlie H.,Yes,2024-09-02
Sports Socks Pack,Clothing,51.25,51.25,4,184,Very satisfied,Paul U.,Yes,2023-10-05
Blender High Speed,Home & Kitchen,139.27,125.9,4,220,Worth every penny,Charlie V.,Yes,2023-12-26
Sports Socks Pack,Clothing,11.53,11.53,5,193,Amazing quality,Rachel Z.,Yes,2023-03-24
Wireless Earbuds Pro,Electronics,52.57,38.32,2,124,Not as advertised,Steve J.,No,2023-07-06
Deep Work,Books,22.19,19.95,5,95,Exceeded expectations,Tina B.,No,2023-01-10
Webcam 1080p HD,Electronics,32.51,23.19,5,398,Great product!,Karen R.,Yes,2023-01-25
Knife Set Premium,Home & Kitchen,36.42,34.41,5,146,Best purchase ever,Alice P.,Yes,2024-10-18
Wireless Earbuds Pro,Electronics,25.36,25.36,5,130,Best purchase ever,Olivia Q.,Yes,2023-02-13
Slim Fit Jeans,Clothing,41.31,36.66,4,5,Amazing quality,Paul S.,Yes,2023-04-26
The Lean Startup,Books,20.64,16.89,5,83,Exceeded expectations,Karen N.,No,2023-05-11
Mechanical Keyboard RGB,Electronics,86.29,66.42,5,95,Highly recommend,Leo Z.,Yes,2023-06-28
Instant Pot 6Qt,Home & Kitchen,42.46,42.46,3,101,Does the job,Jack J.,Yes,2023-02-28
Wireless Earbuds Pro,Electronics,183.53,183.53,5,173,Exceeded expectations,Frank B.,No,2023-04-15
Machine Learning Guide,Books,16.96,16.96,5,152,Highly recommend,Tina X.,Yes,2023-02-20
Power Bank 20000mAh,Electronics,22.4,15.76,5,187,Great product!,Jack X.,Yes,2023-05-27
Cotton T-Shirt Classic,Clothing,54.18,54.18,5,289,Best purchase ever,Steve I.,No,2023-12-31
Bluetooth Speaker Mini,Electronics,70.08,70.08,5,335,Very satisfied,Bob U.,Yes,2022-11-16
Slim Fit Jeans,Clothing,72.28,56.63,4,253,Very satisfied,Paul S.,No,2022-08-07
Dumbbell Set Adjustable,Sports,15.32,10.93,5,622,Highly recommend,Frank S.,Yes,2022-09-03
Yoga Pants Flex,Clothing,37.3,30.71,5,3,Worth every penny,Bob V.,Yes,2022-06-10
Pull Up Bar Door,Sports,31.33,26.63,2,43,Not as advertised,Jack Z.,Yes,2024-10-05
Gym Gloves Grip,Sports,36.89,33.71,1,1,Not worth it,Tina A.,No,2022-01-14
Cotton T-Shirt Classic,Clothing,66.13,64.59,4,208,Worth every penny,Jack P.,Yes,2022-03-28
Bluetooth Speaker Mini,Electronics,160.14,124.2,5,456,Amazing quality,Charlie E.,Yes,2024-09-14
Power Bank 20000mAh,Electronics,104.23,104.23,5,55,Amazing quality,Quinn C.,Yes,2024-01-31
Deep Work,Books,20.0,20.0,3,523,As described,Iris I.,Yes,2023-10-08
Tire Pressure Gauge,Automotive,95.9,78.31,5,12,Very satisfied,Eve T.,Yes,2024-10-05
Sports Socks Pack,Clothing,28.93,26.95,4,544,Best purchase ever,Iris I.,Yes,2023-07-17
Coffee Maker Drip,Home & Kitchen,61.45,61.45,5,86,Exceeded expectations,Iris A.,Yes,2024-10-02
Jump Rope Speed,Sports,11.77,11.77,5,21,Best purchase ever,Diana T.,Yes,2023-01-10
Blender High Speed,Home & Kitchen,28.11,25.48,5,133,Worth every penny,Frank S.,Yes,2024-11-12
Gym Gloves Grip,Sports,68.29,61.45,4,59,Worth every penny,Eve V.,Yes,2023-07-28
Play-Doh Mega Set,Toys,89.97,89.97,4,67,Amazing quality,Olivia L.,Yes,2024-03-25
Laptop Stand Adjustable,Electronics,34.51,34.51,4,73,Worth every penny,Frank I.,No,2023-03-31
USB-C Hub 7-in-1,Electronics,60.6,50.58,2,324,Would not recommend,Hank P.,Yes,2022-09-20
Smart Watch X200,Electronics,167.0,154.06,5,154,Exceeded expectations,Frank Z.,No,2022-04-21
Wireless Earbuds Pro,Electronics,25.34,23.09,5,74,Best purchase ever,Quinn B.,Yes,2024-12-12
Instant Pot 6Qt,Home & Kitchen,95.33,95.33,5,188,Exceeded expectations,Karen C.,Yes,2024-05-16
Thinking Fast and Slow,Books,19.35,19.35,5,251,Great product!,Eve T.,Yes,2024-09-06
Webcam 1080p HD,Electronics,48.57,35.81,5,63,Amazing quality,Eve P.,Yes,2022-03-08
Coffee Maker Drip,Home & Kitchen,62.33,62.33,5,106,Amazing quality,Nick Y.,Yes,2024-10-26
Foam Roller Deep,Sports,87.12,67.35,5,25,Worth every penny,Mia H.,Yes,2023-12-13
